,source,type,year,id,score,sent_a,sent_b
1329,main-captions,images,2014,0487,1.2,Tan cow with ear tags on a grassy field.,Person in grassy field tending to sheep.
1330,main-captions,images,2014,0488,1.2,A close up of the front end of a purple and white motor cycle.,Close up of the rear of a red sports car.
1331,main-captions,images,2014,0489,4.6,Two women shopping at a clothing store.,Two women in a clothing store.
1332,main-captions,images,2014,0490,4.6,A group of people sitting at a restaurant table.,Group of people sitting at table of restaurant.
1333,main-captions,images,2014,0491,0,A close-up of a brown horse's head.,A close-up of a yellow school bus.
1334,main-captions,images,2014,0492,0,A person in a red cap standing next to a brick support beam.,A brown horse is standing on grass and scrub.
1335,main-captions,images,2014,0493,2.6,A bay foal is walking next to its mother in a grassy field.,Close-up of young horse walking next to a larger horse.
1336,main-captions,images,2014,0494,3.8,A women standing next to a brown cow.,A women in glasses stands next to a cow in a field.
1337,main-captions,images,2014,0496,3.6,A dog peaks out the back of a truck.,A dog is peeking out of the back of a van.
1338,main-captions,images,2014,0497,3.8,Woman in blue shift dress cutting into food.,A woman in a blue dress cuts a cake.
1339,main-captions,images,2014,0498,3.6,The black and white cat is looking up at the camera.,"A grey, black, and white cat looking at the camera."
1340,main-captions,images,2014,0499,3.2,Two brunette girls sit atop a red an yellow motorcycle with a side car.,A couple posing on a red and yellow motorcycle.
1341,main-captions,images,2014,0500,3.6,A small white cat standing in a sink.,Grey and white cat sitting in bathroom sink.
1342,main-captions,images,2014,0501,3.6,A man on the back seat of a red tandem bicycle.,A man is alone on the back of a tandem bicycle.
1343,main-captions,images,2014,0504,4,A computer on a desk.,A computer operating on a desk.
1344,main-captions,images,2014,0505,1.6,A small child smiling at the camera.,A small child sits on a cement wall near white flower.
1345,main-captions,images,2014,0506,2.4,A little bird floating in the water.,A duck floating in the water.
1346,main-captions,images,2014,0508,3.8,A white bus with the word Julia is near water and a big ship.,A white bus with water and a barge in the background.
1347,main-captions,images,2014,0510,2.6,Old blue and white train on tracks.,A blue train in a mountainous area.
1348,main-captions,images,2014,0513,4,Yellow boat on a beach.,A yellow boat on shore.
1349,main-captions,images,2014,0515,3.4,A kitchendiner with papers laying on the blue clothed dining table.,A small kitchen and a cluttered table with a blue table cloth.
1350,main-captions,images,2014,0516,3.8,Train in a station.,Trains inside an indoor station.
1351,main-captions,images,2014,0517,4,A gray cat is sitting on the window ledge looking at the camera.,The cat is standing on the window sill looking at the camera.
1352,main-captions,images,2014,0520,0,Man playing guitar while sitting down.,Red and white bus driving down road.
1353,main-captions,images,2014,0522,4.2,Red double decker bus driving down a street.,A double decker bus on a city street.
1354,main-captions,images,2014,0524,4.6,Three cows are grazing in a grassy field.,Three cows grazing in a field.
1355,main-captions,images,2014,0525,2.25,The brown train is sitting on the railroad tracks.,The white train is sitting on the tracks.
1356,main-captions,images,2014,0526,0.4,A black and white horned cow standing in a field.,A black and white photo of a cat sitting on a sofa.
1357,main-captions,images,2014,0528,1.6,A tiny blonde child in a blue dress sits on a table near her mother.,A young blonde girl wearing a helmet sits with a red bicycle behind her.
1358,main-captions,images,2014,0529,2.6,A group of people sitting at a restaurant table.,A group of people sitting around a table on a porch.
1359,main-captions,images,2014,0530,0.4,A black and white cow in a pen with hay.,A black and white cat lies in the dirt.
1360,main-captions,images,2014,0531,3.2,"A red, double-decker bus.",Front and left side of a red double decker bus.
1361,main-captions,images,2014,0533,3.2,A close-up view of a horse's head.,A side view of a horse's head.
1362,main-captions,images,2014,0535,3.2,An old fashioned wooden sailing ship in the ocean.,A wooden yacht on the ocean.
1363,main-captions,images,2014,0536,4.4,A sheep standing in a mountainous area.,A large sheep standing on a hill.
1364,main-captions,images,2014,0538,4.8,A white plane on the runway.,A white airplane is on a runway.
1365,main-captions,images,2014,0539,4.4,A tan puppy being petted.,A tan puppy being held and petted.
1366,main-captions,images,2014,0541,3.8,Elegant dining room with wood furniture.,An elegant pink dining room with wooden furniture.
1367,main-captions,images,2014,0542,2,A women laying across two men sitting on a sofa.,Two men in shorts are sitting on a sofa.
1368,main-captions,images,2014,0543,3.6,two motorbikes on a dirt track.,Two dirt bikers riding over dirt hill.
1369,main-captions,images,2014,0545,2.2,The black and white cat is looking up at the camera.,A black and white dog looking at the camera.
1370,main-captions,images,2014,0547,5,A gray cat with green eyes looks at the camera.,A grey cat with green eyes looking into the camera.
1371,main-captions,images,2014,0548,0.2,Two lambs stand on a grassy hill.,Two dirt bikers riding over dirt hill.
1372,main-captions,images,2014,0554,3,A man in white with a wine bottle and a woman in a red turtleneck with a white vest.,A man and woman posing on a field with a bottle of wine.
1373,main-captions,images,2014,0555,1.8,A lone cow sits in the cold of the yard.,a black and white cow standing in the field.
1374,main-captions,images,2014,0556,3.6,A double decker bus drives on a city street.,A red double decker bus driving down a street.
1375,main-captions,images,2014,0557,1.8,Large black and white cat resting on a windowsill.,A small white cat sitting in a sink.
1376,main-captions,images,2014,0558,4.2,Boy feeding a sheep.,A boy feeding a sheep hay.
1377,main-captions,images,2014,0560,0,A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.,A girl wearing black shorts and boots is standing next to a blue motorcycle.
1378,main-captions,images,2014,0561,0.8,a close up of a small cactus in a pot.,a close up of a woman holding a white puppy.
1379,main-captions,images,2014,0562,4,The white sheep is standing on the green hill.,A sheep stands on a hillside.
1380,main-captions,images,2014,0564,0,A black and white bird on a body of water with grass in the background.,A bus is on a road with a ferris wheel in the background.
1381,main-captions,images,2014,0565,0,A wooden bicycle with an awning.,A group of elderly people sitting around a dining table.
1382,main-captions,images,2014,0566,4.5,A black and white photo of a dilapidated wooden fence.,A black and white photo of an old wooden fence near a dirty street.
1383,main-captions,images,2014,0568,2.6,Two brown horses standing in a green meadow.,A brown horse stands in tall grass.
1384,main-captions,images,2014,0569,1.6,Two men wearing bike helmets.,Two men stand with their bicycles outside a shop.
1385,main-captions,images,2014,0573,3.4,A man playing a video game in a store.,Man playing game in a store.
1386,main-captions,images,2014,0574,3.6,A group of people sitting around a table on a porch.,A group of people sitting around a table with food on it.
1387,main-captions,images,2014,0576,0,A young girl wearing a bike helmet with a bicycle in the background.,A women holds a small dog on a leash with chairs in the background.
1388,main-captions,images,2014,0577,5,the back of a stop sign with many stickers on it.,The back of the stop sign is adorned with stickers.
1389,main-captions,images,2014,0578,4,A bicycle is parked outside a bookstore.,A green bike parked outside a book store.
1390,main-captions,images,2014,0579,4.4,a brown double decker tour bus on a street with a ferris wheel behind it.,A double-decker bus driving in front of a ferris wheel.
1391,main-captions,images,2014,0580,0.6,A black and white chair sitting in front of a brick wall and a window with a bamboo plant in a vase.,A black headed sheep covered in thick white wool stands in a pasture with other sheep.
1392,main-captions,images,2014,0583,3.6,A man in a black uniform on a white horse.,A man in a tux on a white horse.
1393,main-captions,images,2014,0585,4,Two women stand in a living room with a black dog.,Two women standing in a living room with a black dog looking towards the camera.
1394,main-captions,images,2014,0587,3.2,Two people paddling a red canoe are reflected in the still water.,Two people paddling in a red canoe with trees in the background.
1395,main-captions,images,2014,0588,4,A close-up view of the headlights of a blue old-fashioned car.,Close up of the headlights on a blue car.
1396,main-captions,images,2014,0590,2.4,Cars driving near a model building.,Vehicles driving infant of an ornate building.
1397,main-captions,images,2014,0592,2.6,A blue and orange airplane flying with its landing gear down.,A red and blue plane flying with its landing gears down.
1398,main-captions,images,2014,0595,4,A black and white cat lying on a blanket.,A black and white cat sleeps on a purple blanket.
1399,main-captions,images,2014,0596,0.2,A building with a temporary sign over the entrance to its parking lot.,Road with the rear image of the tail lights of a bus.
1400,main-captions,images,2014,0597,3.4,A group of people sitting around a table containing food.,A group of people sitting around a table on a porch.
1401,main-captions,images,2014,0598,3.2,A man and women sitting on a sofa holding a small baby.,a woman sitting on a sofa holding a baby.
1402,main-captions,images,2014,0599,3,A black and white cat lying on a blanket.,A black and white cat sleeping on its side on a purple blanket.
1403,main-captions,images,2014,0600,1.8,A black and white photo of a love seat.,A black and white photo of a bicycle.
1404,main-captions,images,2014,0601,4.2,A living room with a dining table in the background.,View of a living room with a dining room in the background.
1405,main-captions,images,2014,0603,4.25,A red and gray train is going through a tunnel.,A red and gray train travels through a tunnel amongst the trees.
1406,main-captions,images,2014,0604,4.2,Red double decker bus with hood open.,An old Red London double decker bus with its hood raised.
1407,main-captions,images,2014,0606,1.8,A man riding a white horse.,A woman leading a white horse.
1408,main-captions,images,2014,0607,3.8,View of a living room with a dining room in the background.,A living room with large sofas and a dining table in the background.
1409,main-captions,images,2014,0608,0.8,An orange kitten lay on a leather couch.,Young couple sitting on a black couch.
1410,main-captions,images,2014,0612,3,A person wearing a bike helmet talks on a cell phone.,A person wearing a helmet rides a bike near a white structure.
1411,main-captions,images,2014,0613,3.6,A subway train pulling into the station.,A white train pulling into a station.
1412,main-captions,images,2014,0614,3.8,A bicycle is parked by a shop.,A green bike parked outside a book store.
1413,main-captions,images,2014,0615,0,Two men standing on beach.,Two women standing in front of tour bus.
1414,main-captions,images,2014,0617,1.4,Long-haired black dog standing in grassy field.,A blue jay standing in a grassy field.
1415,main-captions,images,2014,0618,0.2,A small desk with chair near a laundry closet.,A room with tan walls and a washer and dryer.
1416,main-captions,images,2014,0619,4.6,Red double decker bus driving through the streets.,Red double decker bus driving down a street.
1417,main-captions,images,2014,0620,3,A goose flapping its wings in a body of water.,A black swan flapping its wings on the water.
1418,main-captions,images,2014,0624,4.4,Boy laying on couch with dog.,The boy is lying on a couch with a puppy.
1419,main-captions,images,2014,0625,5,A black and white image of a cat laying on a rug.,Black and white picture of a cat laying on a rug.
1420,main-captions,images,2014,0626,3.6,A large jet on the ground at the airport.,A large airplane parked at the airport at night.
1421,main-captions,images,2014,0628,0,Two women are sitting in a cafe.,Two men catching a fish in a swamp.
1422,main-captions,images,2014,0629,4,Eight bottles of Harp lager lined up on the floor.,Eight bottles of Harp beer lined up on a wooden floor.
1423,main-captions,images,2014,0632,1.4,A small child smiling at the camera.,A cat looking at the camera.
1424,main-captions,images,2014,0633,2.6,A woman riding a brown horse.,Person dressed in blue riding brown horse.
1425,main-captions,images,2014,0634,3.2,photo of a television screen showing a movie.,The wall-mounted flat-screen TV is showing a movie.
1426,main-captions,images,2014,0635,4.2,A bird perched on a flowerpot.,Bird perched on a flowerpot beside a stucco wall.
1427,main-captions,images,2014,0636,3.4,White cat sitting inside of a sink.,Grey and white cat sitting in bathroom sink.
1428,main-captions,images,2014,0637,4.4,Young woman in riding gear on top of horse.,Young girl in riding gear on a horse.
1429,main-captions,images,2014,0638,3.8,Two people are sailing a small boat.,Two women in a sailboat.
1430,main-captions,images,2014,0639,3,A small bird on a tiny branch.,A small bird perched on an icy branch.
1431,main-captions,images,2014,0640,1.6,Two animals sitting on a rock.,Two eagles sitting on a long branch.
1432,main-captions,images,2014,0641,4.2,Two cats sit on the back of a couch looking out the window.,Two cats are sitting on the back of a couch and looking out the window in a sea photo.
1433,main-captions,images,2014,0644,4.4,Two young women shear a sheep.,Two women sheering a sheep.
1434,main-captions,images,2014,0646,3.8,The young rider takes a ride on the brown horse.,A young female rider on a brown horse.
1435,main-captions,images,2014,0647,3,Six people are seated at a restaurant table and looking into the camera.,A group of people sitting at a restaurant table.
1436,main-captions,images,2014,0648,3.8,Little white lamb with nose to wood.,A white lamb with its nose against a wooden box.
1437,main-captions,images,2014,0652,4.6,A young girl riding a white and grey horse.,a little girl is riding a white and grey horse.
1438,main-captions,images,2014,0653,3.2,A black dog stands next to materials at a construction site.,A black dog standing in a room being constructed.
1439,main-captions,images,2014,0655,3.6,A bird is flapping its wings in the water.,A black swan flapping its wings on the water.
1440,main-captions,images,2014,0657,3.75,A black and white cat lying on a blanket.,A black and white cat laying on a cat bed.
1441,main-captions,images,2014,0658,3.8,Young woman in riding gear on top of horse.,The woman is riding on the brown horse.
1442,main-captions,images,2014,0659,3.4,A plane being readied for take-off.,A small turboprop plane being loaded on the tarmac.
1443,main-captions,images,2014,0660,0,A white leather couch with a purse and throw blanket on it.,A television with a show on.
1444,main-captions,images,2014,0663,4.2,A kitchen with wooden cabinets and furniture.,Kitchen with wooden table and cabinets.
1445,main-captions,images,2014,0671,0.8,The cat is attacking a corn husk broom.,Grey and white cat sitting in bathroom sink.
1446,main-captions,images,2014,0673,4.2,A couple holds a baby.,Couple with newborn baby.
1447,main-captions,images,2014,0674,4.25,A small bird eating from the feeder.,Bird eating from a bird feeder.
1448,main-captions,images,2014,0675,4,Close up of a white sheep with a black head.,A close-up of a sheep with a black head.
1449,main-captions,images,2014,0677,5,A young boy laying on a sofa with a dog.,A small boy laying on a sofa with a dog.
1450,main-captions,images,2014,0678,3.2,A red bird is perched in a tree.,A small red and grey bird perched in a tree.
1451,main-captions,images,2014,0679,0.4,Two buses parked on a street.,Yellow scooter parked in an alley way.
1452,main-captions,images,2014,0680,1,A black and white dog looking at the camera.,"A grey, black, and white cat looking at the camera."
1453,main-captions,images,2014,0682,4.8,A train is on the railroad tracks.,A train on the train tracks.
1454,main-captions,images,2014,0684,3,Large silver locomotive engine in a shed.,A close-up of a silver train engine with a red stripe.
1455,main-captions,images,2014,0685,2.6,A women sitting at a table drinking with a basketball picture in the background.,A woman in a sari drinks something while sitting at a table.
1456,main-captions,images,2014,0686,3,A green steam engine traveling on the railroad tracks.,A black steam train traveling on the railroad tracks.
1457,main-captions,images,2014,0687,4,A small red car on top of a semi truck.,Red sports car on top of white semi truck.
1458,main-captions,images,2014,0688,3.4,The man poses for a photo in front of the train.,A man stands on a platform in front of a silver train.
1459,main-captions,images,2014,0689,3.4,A bicyclist in black on a black and red racing bike.,A cyclist in black and white lira speeding past spectators.
1460,main-captions,images,2014,0690,3.8,A kitchen sink and countertop with bowls on shelves.,A small kitchen with items stacked on the shelves and on the counter.
1461,main-captions,images,2014,0693,3.2,A television in a messy room with several bookcases.,"A room with a television, stereo and bookshelf."
1462,main-captions,images,2014,0694,2.8,A black and white cat sleeping on its side on a purple blanket.,A black and white cat laying on the ground in the sun.
1463,main-captions,images,2014,0695,3.8,A woman riding a bicycle on a large concrete area.,A women riding a mountain bike on a large concrete area.
1464,main-captions,images,2014,0696,2.8,Two cows standing in a large field.,The cow is grazing in a field.
1465,main-captions,images,2014,0697,3.4,A bald man touches the nose of a black horse on the other side of a fence.,A bald man with a beard pets the nose of a black and white horse at the fence.
1466,main-captions,images,2014,0698,4,A man is standing next to a yellow sports car.,A man stands next to a yellow Corvette.
1467,main-captions,images,2014,0702,3.2,a black and white photo of cows in their stalls.,A black and white photo of cattle at a trough.
1468,main-captions,images,2014,0705,4.2,Double decker bus with the London Eye ferris wheel in background.,a brown double decker tour bus on a street with a ferris wheel behind it.
1469,main-captions,images,2014,0706,0.6,A yellow and black bird eats from a bird feeder.,A flock of birds flying over a body of water.
1470,main-captions,images,2014,0709,3.8,A man stands in front of a train.,A man stands on a platform in front of a silver train.
1471,main-captions,images,2014,0710,4.6,A small plane parked at an airfield with a cloudy sky overhead.,A small white plane parked in an airport on a cloudy day.
1472,main-captions,images,2014,0711,3.4,A boat is on the water near a small plane.,A boat is in the water and a small airplane is on the dock.
1473,main-captions,images,2014,0712,0.6,A man riding a white horse in an arena.,A domestic animal stands in a pen.
1474,main-captions,images,2014,0713,4.2,A Macintosh computer sitting on the floor.,a computer on the floor.
1475,main-captions,images,2014,0715,0.4,A black and white cat is sitting on a brown chair looking up.,A dog sitting on a yellow chair next to a green dumpster.
1476,main-captions,images,2014,0716,2.8,sheep standing in afield.,A large dog stands next to a sheep in a field.
1477,main-captions,images,2014,0717,3.4,Group of elderly people sitting around a table.,A group of elderly people pose around a dining table.
1478,main-captions,images,2014,0719,2.8,Three women with brown hair are smiling.,Three women in Indian dresses in a crowded room smiling.
1479,main-captions,images,2014,0720,1.6,A black and white photo of an empty train station.,A black and white photo of a cat sitting on a sofa.
1480,main-captions,images,2014,0722,0,Two dogs in a fenced kennel look ahead.,Two girls on a guy posing on the bow a boat.
1481,main-captions,images,2014,0724,0.6,A black and white cow looking through the fence.,A black and white cat laying on the ground in the sun.
1482,main-captions,images,2014,0725,1.8,Several people on motorcycles in a market square.,People ride mopeds in an urban setting.
1483,main-captions,images,2014,0726,1.8,A close-up of a sheep in the grass.,"A close-up of a lamb with its ear tagged, standing on grass."
1484,main-captions,images,2014,0727,2,Domestic cat laying on back of cat litter.,Tan domestic cat under black tarp.
1485,main-captions,images,2014,0729,3.2,Two green birds fly towards a wooden telephone pole.,Two green birds flying above the telephone wires.
1486,main-captions,images,2014,0730,3,A person sitting on a motorcycle while a man stands by.,A man stands next to a helmeted man on a motorcycle in an empty parking lot.
1487,main-captions,images,2014,0731,2.6,Three cows grazing in a field.,Two cows graze in a field.
1488,main-captions,images,2014,0735,4.4,A blue bird perched on a gloved hand.,A bird is perched on a person's gloved hand.
1489,main-captions,images,2014,0737,4,A baby holds a ketchup packet.,A baby in a highchair holds a ketchup packet.
1490,main-captions,images,2014,0738,4.2,A close-up view of a horse's head.,A close-up of a brown horse's head.
1491,main-captions,images,2014,0740,5,A train is at a train station.,a train in a station.
1492,main-captions,images,2014,0741,3.6,A dark brown horse standing in a field.,Horse standing in a field.
1493,main-captions,images,2014,0743,0.8,A small cat laying on a wooden beam looking up at the camera.,The small dog is wearing a sweater and looking up at the camera.
1494,main-captions,images,2014,0744,2.5,The black bird is sitting on the ground.,The bird is sitting on the branch.
1495,main-captions,images,2014,0749,2,A small brown birds is eating from a bird feeder hanging from a tree.,A small red and grey bird perched in a tree.
1496,main-captions,images,2015,0003,4.40,A pair of dogs playing with a purple ball.,Two dogs play with purple football.
1497,main-captions,images,2015,0004,0.60,a bird lands in the water.,a boat floats in the water.
1498,main-captions,images,2015,0007,4.60,Three children stand on or near a fence.,The three children are standing on and by a fence.
1499,main-captions,images,2015,0008,4.80,A black dog emerges from the water with a white ball in its mouth.,a black dog walking out of the water with a white ball in his mouth.
1500,main-captions,images,2015,0011,0.40,A girl in a purple shirt and pink headband posing,A young girl wearing a hat and blue jeans is on a swing.
1501,main-captions,images,2015,0013,0.00,A brown dog digging a hole in front of a plant,A group of people walking on the side of a railroad track.
1502,main-captions,images,2015,0015,4.60,The brown and white dog swims in a swimming pool.,A brown and white dog swims in a backyard swimming pool.
1503,main-captions,images,2015,0017,0.00,A boy in a red sled is riding down the hill.,A multicolour dog in a red collar crouching on the grass.
1504,main-captions,images,2015,0023,4.00,A black and brown dog runs through the woods.,A dog running through the woods.
1505,main-captions,images,2015,0025,4.40,The two dogs are running on the grass.,Two dogs are playing in the grass.
1506,main-captions,images,2015,0032,0.60,A young girl holds up a peace sign.,A little girl holds onto a pole on a city street.
1507,main-captions,images,2015,0033,0.60,A man is hanging by a line off a cliff above water.,Man sitting by himself on a pier with a bottle of water.
1508,main-captions,images,2015,0034,4.60,A man crouching and holding a camera.,The crouching man is holding a large camera.
1509,main-captions,images,2015,0036,2.60,Man riding a bicycle down a narrow path.,A man riding a unicycle down a paved road
1510,main-captions,images,2015,0037,0.60,A man wearing an orange coat speaks to another as they walk in the snow.,A man and woman dressedin old fashion clothing sit outside at a table.
1511,main-captions,images,2015,0042,4.00,A dog is jumping up in the air to catch a toy.,A black dog jumps in the air to catch a toy.
1512,main-captions,images,2015,0045,0.00,A brown dog laying on a blue cover.,A person is diving into clear blue water.
1513,main-captions,images,2015,0046,0.00,The two boys play in the field.,The two people have their heads covered with scarves.
1514,main-captions,images,2015,0059,2.20,The two dogs are running through the grass.,Three dogs run in the snow.
1515,main-captions,images,2015,0063,4.00,A boy with a broken arm is resting in a bed.,A boy with a broken arm is sleeping.
1516,main-captions,images,2015,0066,4.80,boy doing tricks on a skateboard,A boy does a trick on a skateboard.
1517,main-captions,images,2015,0077,2.60,Three dogs playing in the snow.,Three dogs are playing in the water.
1518,main-captions,images,2015,0078,1.20,A little girl with a ribbon in her hair is picking her nose.,A little girl in a purple shirt and helmet is riding on a scooter.
1519,main-captions,images,2015,0085,1.80,A young girl going down a tube slide.,A young girl swinging off a tire swing
1520,main-captions,images,2015,0089,2.60,"Many people are in the bicycle racing, including one man in a three-wheeled bike.",A man riding on a three-wheeled wheelchair.
1521,main-captions,images,2015,0093,0.80,A group of people are wearing bunny ears.,A group of people ride in a race
1522,main-captions,images,2015,0096,4.00,"A dog in a ""superman"" shirt sleeps on a blanket.",A brown dog in a Superman shirt is laying on a blue blanket.
1523,main-captions,images,2015,0101,4.80,The white and brown dog runs across the grass.,A brown and white dog runs across the grass.
1524,main-captions,images,2015,0108,3.80,A brown dog is resting its paws on a laptop keyboard.,A dog sits with its paws on a laptop computer.
1525,main-captions,images,2015,0109,2.60,A young girl with glasses sits and holds two American flags.,A girl in glasses is looking over two American flags near a wooded area.
1526,main-captions,images,2015,0110,3.00,A small white and brown dog is jumping over a horizontal pole.,a brown and white dog jumping over a red and yellow pole
1527,main-captions,images,2015,0118,4.80,Two dogs are running through a grassy area.,Two dogs running through a grassy field.
1528,main-captions,images,2015,0123,1.60,A man is swinging on a rope above the water.,A man in warm clothes swinging on monkey bars at night.
1529,main-captions,images,2015,0125,4.60,Two Asian men and Asian woman sit in black massage chairs.,Two Asian men and a woman are relaxing in massage chairs.
1530,main-captions,images,2015,0129,5.00,A girl playing is a pile of colorful balls.,A little girl plays in a pit of colorful balls.
1531,main-captions,images,2015,0133,0.00,An older man is standing outside in front of a truck.,A woman dressed in green is roller skating outside at an event.
1532,main-captions,images,2015,0135,4.60,Smiling man with reflective classes.,A gentleman smiling and showing his reflective sunglasses.
1533,main-captions,images,2015,0136,4.80,five people standing on a sidewalk,Five people on a sidewalk.
1534,main-captions,images,2015,0142,1.40,The white dog runs across the snow.,A white bear walks along snow-covered ground and casts a shadow on the snow.
1535,main-captions,images,2015,0146,1.20,A young boy in a brown jacket playing with snow.,Two dogs are playing in the snow.
1536,main-captions,images,2015,0151,2.40,A man picking up a big rock.,A woman picking up a large rock.
1537,main-captions,images,2015,0152,4.60,A white and brown dog is running over grass.,A brown and white dog is running across the grass.
1538,main-captions,images,2015,0157,0.00,Man is carrying a tool box down the sidewalk.,A woman is riding a blue bicycle in a park.
1539,main-captions,images,2015,0158,3.40,"A man wearing a t-shirt that says ""Gigolo"" stands at the counter talking to someone.","A man wearing a shirt that says ""Gigolo"" is standing at a front desk area with his back to the camera."
1540,main-captions,images,2015,0159,0.00,A tent and a campsite in a sunlit forest.,A white dog on a beach is carrying a stick in its mouth.
1541,main-captions,images,2015,0160,4.20,Two large dogs running in some grass.,Two brindle dogs running in the grass.
1542,main-captions,images,2015,0161,2.60,A dog swimming with a stick in it's mouth.,A dog running with a stick in it's mouth.
1543,main-captions,images,2015,0173,2.33,A man playing fetch with two brown dogs.,A woman plays with a brown dog.
1544,main-captions,images,2015,0176,3.60,a dog is running across the sand with a stick in it's mouth.,A dog is running through a creek with a stick in its mouth.
1545,main-captions,images,2015,0177,3.40,A man is standing in water near a waterfall.,A man wades in the water and watches a water fall.
1546,main-captions,images,2015,0184,3.00,A tan dog jumps up to catch a tennis ball.,A red dog jumps an catches a tennis ball in its mouth.
1547,main-captions,images,2015,0186,2.40,The man is jumping into the water.,The man is up in the air.
1548,main-captions,images,2015,0188,2.40,A woman in a black shirt stands in front of bananas at a fruit stand.,a woman wearing black stands in front of a pickup truck.
1549,main-captions,images,2015,0189,1.20,A child is jumping into a swimming pool.,A dog jumping into a swimming pool.
1550,main-captions,images,2015,0193,4.80,A little boy jumping from one chair to another.,A young boy jumping from one chair to another in his house
1551,main-captions,images,2015,0194,0.00,"A girl swings her long, wet hair in a lake.",A person riding a dirt bike.
1552,main-captions,images,2015,0195,2.80,Two dogs playing by the shore.,Two dogs playing in the snow.
1553,main-captions,images,2015,0196,0.00,A little girl walks on a boardwalk with blue domes in the background.,A man going over a jump on his bike with a river in the background
1554,main-captions,images,2015,0201,2.20,"Two women sitting on a bench, their faces obscured, with one woman carrying an inflatable tiger and the other woman in a Disney snow white costume.",A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit.
1555,main-captions,images,2015,0202,0.00,A guy and two girls are smiling at the camera.,"Three dogs, one white and two brown, are running together on a field of grass."
1556,main-captions,images,2015,0203,5.00,A dog swimming with a stick in it's mouth.,Dog swimming in the water with a stick in its mouth.
1557,main-captions,images,2015,0205,5.00,A black poodle plays in the snow.,A black poodle frolics in the snow.
1558,main-captions,images,2015,0208,1.40,two girls holding up a scary movie flyer,Two girls holding sacks are standing in a field.
1559,main-captions,images,2015,0210,3.20,Three boys are running on the beach playing a game.,Two young boys and one young man run on a beach with water behind them.
1560,main-captions,images,2015,0213,1.60,A girl is wearing a purple sash and matching skirt.,A group of girls stands wearing jean skirts and superman shirts.
1561,main-captions,images,2015,0219,0.60,a man wearing a grey jacket standing on the side of a street.,A boy wearing a blue life jacket is holding onto the side of a green boat.
1562,main-captions,images,2015,0220,5.00,A brown and black dog is jumping to catch a red ball.,A brown and black dog jumps for a red ball.
1563,main-captions,images,2015,0222,1.80,The tan dog runs through the leaves.,The white dog runs through the ocean.
1564,main-captions,images,2015,0223,0.00,A white and black dog is jumping into a pool.,A woman in a black apron is standing in front of a mirror.
1565,main-captions,images,2015,0224,3.00,A black and white dog is carrying a stick in its mouth.,The black and white dog has a stick in his paws.
1566,main-captions,images,2015,0225,5.00,A deer jumps a fence.,A deer jumping over a fence.
1567,main-captions,images,2015,0228,2.20,A little girl holds a wooden stick.,A little girl swimming in a pool.
1568,main-captions,images,2015,0229,2.40,A black dog jumps through the water.,A dog walks through the snow.
1569,main-captions,images,2015,0230,4.20,A group of people in front of a red fire truck.,A group of people are standing around a red fire truck.
1570,main-captions,images,2015,0232,3.40,a boy jumps into the blue pool water.,The young boy is jumping into the pool on his belly.
1571,main-captions,images,2015,0233,0.00,A blonde dog is catching a ball in its mouth in the snow.,A little blonde girl is sitting on a green chair.
1572,main-captions,images,2015,0234,3.80,Three children and playing and laughing on the floor.,Three children playing on the floor.
1573,main-captions,images,2015,0235,3.40,A man sits with fishing poles near a body of water.,A man sits on a rock next to a folding deck chair and a fishing pole.
1574,main-captions,images,2015,0237,0.00,A woman and a dog standing in the grass.,A man carries a sign while standing in the rain.
1575,main-captions,images,2015,0240,1.00,A man in a blue shirt is running in a stadium field.,A man wearing a blue hat and shirt is riding a white horse.
1576,main-captions,images,2015,0244,4.80,A black dog running through water.,A black dog is running through some water.
1577,main-captions,images,2015,0245,0.00,Children jumping on a trampoline.,A man is sledding on an orange slide.
1578,main-captions,images,2015,0246,3.00,A large brown dog is crouching in a grassy field.,A brown dog is running in a field.
1579,main-captions,images,2015,0252,2.20,A dog runs through the grass.,A dog runs through the snow.
1580,main-captions,images,2015,0254,0.20,A skier speeds through the snow.,A brown dog carrying a Frisbee runs through the snow.
1581,main-captions,images,2015,0255,5.00,Two people are playing golf on a golf course.,Two people are on a golf course playing golf.
1582,main-captions,images,2015,0256,0.80,A boy and a girl playing on the beach.,A dog playing in the waves with a ball.
1583,main-captions,images,2015,0259,0.80,The child in the red coat laid in the red mat.,The toddler is ready to climb the red piece of equipment.
1584,main-captions,images,2015,0260,5.00,Two dogs play in the grass.,Two dogs are playing in the grass.
1585,main-captions,images,2015,0264,4.00,A child in a blue and white team uniform chasing a soccer ball.,A young boy in a blue soccer uniform chasing a ball.
1586,main-captions,images,2015,0267,2.80,A softball player swinging at a pitch.,A baseball player hitting the ball
1587,main-captions,images,2015,0271,2.80,A man is kite surfing away from the camera.,A man is sky surfing on the water.
1588,main-captions,images,2015,0278,1.00,A black dog is running in the grass.,A boy running through green grass.
1589,main-captions,images,2015,0279,2.00,A little boy and a little girl playing together outside.,A young boy and a young girl walking towards each other
1590,main-captions,images,2015,0280,4.20,Two people sit on the end of a dock.,Two people sitting on a dock.
1591,main-captions,images,2015,0283,2.00,Two dogs in a yard.,Two dogs in a stream.
